city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
San Sebastián,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
San Sebastián,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.327484,'-1.9890554
Sevilla,SIN ETIQUETA,turismo,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,motocicleta,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,furgoneta,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,camión (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,autobús (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,furgoneta >3500 kg,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,camión >3500 kg (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,SIN ETIQUETA,autobús >3500 kg (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,37.413055,'-6.0049577
Sevilla,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Sevilla,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,37.413055,'-6.0049577
Valencia,SIN ETIQUETA,turismo,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,motocicleta,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,furgoneta,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,camión (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,autobús (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,furgoneta >3500 kg,CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,camión >3500 kg (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,SIN ETIQUETA,autobús >3500 kg (servicios),CONDICIONADO,"HORARIO:Se permite la entrada, circulación y aparcamiento si cumple alguna de estas condiciones: SERVICIOS: AUTORIZACIÓN / REGISTRO: MOVILIDAD REDUCIDA:OTROS:",,,,
Valencia,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valencia,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Valladolid,SIN ETIQUETA,turismo,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,motocicleta,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,furgoneta,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,camión (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,autobús (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,EXCEP RESIDENTES: EXCEP MOVILIDAD REDUCIDA: EXCEP SERVICIOS: OTRAS EXCEP:,,,41.658825,'-4.7251377
Valladolid,B,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,B,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
Valladolid,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,41.658825,'-4.7251377
