city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Bilbao,SIN ETIQUETA,camión (servicios),PROHIBIDO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.EXCEP TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos A por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,SIN ETIQUETA,autobús (servicios),PROHIBIDO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.EXCEP TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos A por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos A por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.EXCEP TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos A por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.EXCEP TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos A por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,turismo,CONDICIONADO,"RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,motocicleta,CONDICIONADO,"RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,furgoneta,CONDICIONADO,"RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,camión (servicios),CONDICIONADO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,autobús (servicios),CONDICIONADO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,furgoneta >3500 kg,CONDICIONADO,"RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,camión >3500 kg (servicios),CONDICIONADO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,B,autobús >3500 kg (servicios),CONDICIONADO,"EXCEP RESIDENTES: Vehículos de personas empadronadas en la ZBE antes de la entrada en vigor: en propiedad/usufructo, renting/leasing/alquiler o a nombre de empresa, siempre que estén dados de alta en el padrón del IVTM del Ayuntamiento de Bilbao.EXCEP MOVILIDAD REDUCIDA: Vehículos de personas que dispongan de distintivo DES-M o que transporten a un titular de tarjeta PMR.EXCEP SERVICIOS: Los vehículos que pretsan algun tipo de servicio no escencial o de emergencia, deben solicitar un permiso previo al ayuntamiento.CONDICIONES TRANSITORIAS (HASTA 31/12/2029): Acceso excepcional para vehículos por edad vinculada a garaje/aparcamiento (≤1955), motivos profesionales, médicos o eventos, compra de vehículo que cumple pendiente de entrega o autorización puntual por necesidad acreditada, invitaciones de residentes, acceso a garajes o aparcamientos dentro de la ZBE.OTRAS EXCEP: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,43.270733,'-2.9414637
Bilbao,C,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,C,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Bilbao,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,43.270733,'-2.9414637
Córdoba,SIN ETIQUETA,turismo,PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,motocicleta,PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,furgoneta,PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,camión (servicios),PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,autobús (servicios),PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,"SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,turismo,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,motocicleta,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,furgoneta,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,camión (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,autobús (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,furgoneta >3500 kg,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
